"Story","Title","Result","Date","Stability","Duration (s)"
"Tags test","This test will verify if a status code of 200 is returned for GET request for store api","SUCCESS","2023-01-10T13:37:10.870Z[Europe/London]","0.0","0.03"
"Tags test","This test will verify if a status code of 200 is returned for GET request for product api","SUCCESS","2023-01-10T13:37:10.904Z[Europe/London]","0.0","0.14"
